municipio,matfund,matfundpop,matmed,matmedpop,docfund,docfundpop,docmed,docmedpop,nestabfund,nestabfundpop,nestabmed,nestabmedpop,populacao,idh,pib
150510,11174,0.21503,1906,0.03668,485,0.00933,74,0.00142,103,0.00198,3,0.00006,51964,0.594,12310.70
150520,8717,0.27098,1241,0.03858,379,0.01178,26,0.00081,43,0.00134,1,0.00003,32168,0.507,13655.17
150530,14002,0.19404,3552,0.04922,672,0.00931,139,0.00193,88,0.00122,6,0.00008,72160,0.623,23921.23
150540,3342,0.18859,776,0.04379,164,0.00925,44,0.00248,34,0.00192,3,0.00017,17721,0.568,10824.81
150543,5895,0.18240,1095,0.03388,206,0.00637,33,0.00102,25,0.00077,3,0.00009,32319,0.624,16924.51
150548,8737,0.18595,1019,0.02169,403,0.00858,38,0.00081,127,0.00270,3,0.00006,46986,0.515,12516.60
150549,1375,0.18102,280,0.03686,60,0.00790,15,0.00197,7,0.00092,1,0.00013,7596,0.589,8939.88
150550,20898,0.18698,5211,0.04663,590,0.00528,218,0.00195,75,0.00067,9,0.00008,111764,0.645,26810.43
150553,39988,0.19710,11273,0.05556,1346,0.00663,315,0.00155,66,0.00033,20,0.00010,202882,0.715,91086.52
150555,1248,0.22458,283,0.05093,59,0.01062,10,0.00180,9,0.00162,1,0.00018,5557,0.574,13927.32
150560,1275,0.15793,382,0.04732,76,0.00941,18,0.00223,12,0.00149,2,0.00025,8073,0.581,6732.02
150563,2379,0.18324,478,0.03682,134,0.01032,19,0.00146,24,0.00185,1,0.00008,12983,0.563,15892.13
150565,4053,0.13379,553,0.01826,170,0.00561,25,0.00083,60,0.00198,1,0.00003,30293,0.552,8497.74
150570,4913,0.16051,1070,0.03496,311,0.01016,46,0.00150,55,0.00180,2,0.00007,30608,0.562,7034.17
150580,16114,0.26362,1544,0.02526,813,0.01330,50,0.00082,159,0.00260,2,0.00003,61126,0.483,10742.76
150590,12123,0.29964,1753,0.04333,468,0.01157,41,0.00101,86,0.00213,2,0.00005,40458,0.503,7400.22
150600,7985,0.26718,1807,0.06046,427,0.01429,37,0.00124,104,0.00348,3,0.00010,29886,0.523,10407.78
150610,2053,0.19023,593,0.05495,96,0.00890,23,0.00213,11,0.00102,1,0.00009,10792,0.577,14168.83
150611,2179,0.16126,474,0.03508,92,0.00681,26,0.00192,13,0.00096,2,0.00015,13512,0.543,6847.38
150613,13295,0.15828,3978,0.04736,437,0.00520,140,0.00167,41,0.00049,9,0.00011,83997,0.672,20614.79
150616,2901,0.15952,737,0.04053,113,0.00621,28,0.00154,11,0.00060,2,0.00011,18186,0.638,26908.76
150618,6712,0.12932,1312,0.02528,231,0.00445,47,0.00091,29,0.00056,2,0.00004,51903,0.602,10220.71
150619,4663,0.09420,1032,0.02085,263,0.00531,28,0.00057,64,0.00129,2,0.00004,49503,0.548,7315.67
150620,7207,0.17829,2431,0.06014,274,0.00678,80,0.00198,32,0.00079,5,0.00012,40424,0.647,10739.97
150630,4110,0.17546,1126,0.04807,235,0.01003,45,0.00192,41,0.00175,3,0.00013,23424,0.608,7176.74
150635,3725,0.17992,819,0.03956,157,0.00758,36,0.00174,24,0.00116,2,0.00010,20704,0.627,8091.06
150640,1312,0.13201,282,0.02837,72,0.00724,16,0.00161,16,0.00161,2,0.00020,9939,0.557,6925.02
150650,10357,0.14850,3263,0.04678,398,0.00571,137,0.00196,49,0.00070,6,0.00009,69746,0.659,10441.16
150655,4034,0.20320,795,0.04005,160,0.00806,23,0.00116,29,0.00146,1,0.00005,19852,0.546,8496.41
150658,3407,0.16191,484,0.02300,157,0.00746,38,0.00181,23,0.00109,3,0.00014,21042,0.544,18020.91
150660,4410,0.17836,1133,0.04582,205,0.00829,59,0.00239,53,0.00214,3,0.00012,24725,0.598,12840.20
150670,6437,0.09042,1035,0.01454,211,0.00296,40,0.00056,28,0.00039,3,0.00004,71187,0.602,11349.19
150680,61014,0.20159,15905,0.05255,2732,0.00903,787,0.00260,431,0.00142,42,0.00014,302667,0.691,16318.44
150690,1281,0.19223,463,0.06948,91,0.01366,15,0.00225,14,0.00210,1,0.00015,6664,0.587,6316.13
150700,5070,0.16335,1227,0.03953,253,0.00815,48,0.00155,53,0.00171,3,0.00010,31038,0.632,11237.09
150710,2974,0.16550,841,0.04680,139,0.00774,27,0.00150,32,0.00178,1,0.00006,17970,0.585,7471.70
150715,4097,0.16157,1200,0.04732,196,0.00773,35,0.00138,34,0.00134,2,0.00008,25358,0.594,10958.62
150720,7622,0.23941,1416,0.04448,364,0.01143,44,0.00138,83,0.00261,1,0.00003,31837,0.532,9935.40
150730,12274,0.09838,1660,0.01331,498,0.00399,58,0.00046,105,0.00084,4,0.00003,124763,0.594,11157.74
150740,2646,0.16712,853,0.05387,147,0.00928,33,0.00208,35,0.00221,1,0.00006,15833,0.608,13209.06
150745,4354,0.17422,1349,0.05398,192,0.00768,45,0.00180,35,0.00140,4,0.00016,24991,0.595,18250.01
150746,1056,0.17429,295,0.04869,59,0.00974,11,0.00182,11,0.00182,1,0.00017,6059,0.583,7069.80
150747,4130,0.18081,1029,0.04505,228,0.00998,27,0.00118,32,0.00140,1,0.00004,22842,0.539,7091.96
150750,2759,0.19792,474,0.03400,109,0.00782,15,0.00108,22,0.00158,1,0.00007,13940,0.550,8591.63
150760,10750,0.18430,2275,0.03900,463,0.00794,76,0.00130,76,0.00130,4,0.00007,58328,0.591,11646.31
150770,5851,0.22246,988,0.03757,297,0.01129,30,0.00114,37,0.00141,1,0.00004,26301,0.558,7986.76
150775,1217,0.20807,255,0.04360,53,0.00906,11,0.00188,5,0.00085,1,0.00017,5849,0.590,18728.74
150780,4111,0.34724,439,0.03708,116,0.00980,12,0.00101,29,0.00245,1,0.00008,11839,0.514,11179.54
150790,4341,0.17239,1121,0.04452,168,0.00667,54,0.00214,21,0.00083,3,0.00012,25181,0.615,7090.59
150795,14786,0.14263,3994,0.03853,625,0.00603,118,0.00114,63,0.00061,6,0.00006,103664,0.588,8192.92
150796,1983,0.17108,709,0.06117,104,0.00897,37,0.00319,18,0.00155,2,0.00017,11591,0.605,6300.07
150797,3159,0.16967,934,0.05016,149,0.00800,17,0.00091,22,0.00118,1,0.00005,18619,0.635,28878.63
150800,14628,0.23273,3865,0.06149,593,0.00943,72,0.00115,93,0.00148,3,0.00005,62854,0.586,10360.83
150803,6042,0.19709,1241,0.04048,244,0.00796,34,0.00111,59,0.00192,2,0.00007,30656,0.531,8247.91
150805,2736,0.14548,626,0.03329,131,0.00697,16,0.00085,19,0.00101,2,0.00011,18807,0.562,17837.45
150808,6183,0.15830,1382,0.03538,243,0.00622,53,0.00136,14,0.00036,4,0.00010,39059,0.659,19655.44
150810,18181,0.16212,4958,0.04421,702,0.00626,260,0.00232,47,0.00042,10,0.00009,112148,0.666,58455.08
150812,4742,0.08228,1355,0.02351,167,0.00290,35,0.00061,27,0.00047,1,0.00002,57632,0.604,21649.34
150815,8437,0.18536,1550,0.03405,384,0.00844,65,0.00143,77,0.00169,3,0.00007,45517,0.589,11567.70
150820,8567,0.16106,2446,0.04599,407,0.00765,120,0.00226,71,0.00133,7,0.00013,53191,0.617,7148.87
150830,13873,0.22724,2955,0.04840,738,0.01209,41,0.00067,118,0.00193,1,0.00002,61049,0.515,10269.37
150835,3778,0.25209,722,0.04818,189,0.01261,38,0.00254,22,0.00147,2,0.00013,14987,0.596,209799.94
150840,8075,0.18183,1757,0.03956,293,0.00660,64,0.00144,28,0.00063,6,0.00014,44410,0.646,27962.38
160005,889,0.16755,320,0.06031,72,0.01357,42,0.00792,8,0.00151,3,0.00057,5306,0.709,13857.88
160010,1668,0.18474,451,0.04995,100,0.01108,18,0.00199,18,0.00199,1,0.00011,9029,0.642,19062.67
160015,2867,0.17996,409,0.02567,182,0.01142,33,0.00207,27,0.00169,2,0.00013,15931,0.626,18577.96
160020,2032,0.18598,330,0.03020,111,0.01016,28,0.00256,16,0.00146,3,0.00027,10926,0.643,13959.32
160021,1030,0.17565,223,0.03803,83,0.01415,22,0.00375,12,0.00205,2,0.00034,5864,0.628,12913.84
160023,1525,0.20090,293,0.03860,113,0.01489,26,0.00343,11,0.00145,1,0.00013,7591,0.656,68751.16
160025,1363,0.25302,253,0.04696,119,0.02209,41,0.00761,22,0.00408,6,0.00111,5387,0.576,12713.02
160027,8006,0.16191,2218,0.04486,471,0.00953,126,0.00255,63,0.00127,4,0.00008,49446,0.665,17885.40
160030,75732,0.15342,20278,0.04108,3634,0.00736,1343,0.00272,251,0.00051,65,0.00013,493634,0.733,21054.88
160040,4694,0.22135,1024,0.04829,288,0.01358,69,0.00325,69,0.00325,8,0.00038,21206,0.592,12003.39
160050,5321,0.19983,1449,0.05442,368,0.01382,69,0.00259,45,0.00169,10,0.00038,26627,0.658,15462.09
160053,4056,0.18879,950,0.04422,245,0.01140,99,0.00461,27,0.00126,5,0.00023,21484,0.640,16107.08
160055,963,0.19287,240,0.04807,67,0.01342,15,0.00300,12,0.00240,2,0.00040,4993,0.614,13170.57
160060,19987,0.16710,5813,0.04860,1051,0.00879,421,0.00352,68,0.00057,20,0.00017,119610,0.692,16539.73
160070,3313,0.19656,534,0.03168,223,0.01323,36,0.00214,35,0.00208,7,0.00042,16855,0.592,12537.48
160080,2739,0.17552,642,0.04114,162,0.01038,33,0.00211,21,0.00135,2,0.00013,15605,0.619,12303.59
170025,453,0.17668,128,0.04992,37,0.01443,22,0.00858,4,0.00156,1,0.00039,2564,0.665,21850.43
170030,923,0.14044,229,0.03484,54,0.00822,18,0.00274,3,0.00046,1,0.00015,6572,0.657,18719.04
170035,780,0.14354,199,0.03662,42,0.00773,13,0.00239,4,0.00074,1,0.00018,5434,0.663,20773.07
170040,1295,0.18160,330,0.04628,86,0.01206,25,0.00351,15,0.00210,2,0.00028,7131,0.636,20625.98
170070,1332,0.15806,421,0.04996,55,0.00653,16,0.00190,6,0.00071,1,0.00012,8427,0.708,38266.00
170100,1787,0.18601,485,0.05048,75,0.00781,22,0.00229,9,0.00094,2,0.00021,9607,0.671,12561.30
170105,527,0.15423,129,0.03775,33,0.00966,15,0.00439,3,0.00088,1,0.00029,3417,0.648,10310.04
170110,852,0.17971,230,0.04851,44,0.00928,14,0.00295,2,0.00042,1,0.00021,4741,0.651,19229.27
170130,1003,0.17335,254,0.04390,66,0.01141,36,0.00622,4,0.00069,1,0.00017,5786,0.593,10749.47
170190,1160,0.16534,357,0.05088,77,0.01097,24,0.00342,8,0.00114,1,0.00014,7016,0.639,18856.47
170200,1093,0.12758,356,0.04155,58,0.00677,25,0.00292,7,0.00082,2,0.00023,8567,0.675,21155.78
170210,25739,0.14499,6733,0.03793,1101,0.00620,447,0.00252,101,0.00057,25,0.00014,177517,0.752,22809.80
170215,865,0.15275,186,0.03284,45,0.00795,24,0.00424,7,0.00124,2,0.00035,5663,0.604,11381.26
170220,5894,0.16675,1931,0.05463,288,0.00815,140,0.00396,32,0.00091,7,0.00020,35346,0.631,10887.03
170230,933,0.13988,297,0.04453,42,0.00630,12,0.00180,4,0.00060,1,0.00015,6670,0.680,14515.35
170240,1920,0.18111,511,0.04820,135,0.01273,58,0.00547,21,0.00198,5,0.00047,10601,0.651,14692.69
170255,3255,0.17906,648,0.03565,154,0.00847,27,0.00149,20,0.00110,1,0.00006,18178,0.670,12740.56
170270,565,0.15143,143,0.03833,31,0.00831,10,0.00268,3,0.00080,1,0.00027,3731,0.677,10900.58
170290,2240,0.23033,652,0.06704,121,0.01244,20,0.00206,23,0.00237,1,0.00010,9725,0.627,10495.50
170300,1207,0.11321,333,0.03123,73,0.00685,23,0.00216,7,0.00066,2,0.00019,10662,0.642,9531.20
170305,577,0.16429,143,0.04072,45,0.01281,10,0.00285,4,0.00114,1,0.00028,3512,0.638,19542.67
170307,1024,0.22510,243,0.05342,60,0.01319,26,0.00572,5,0.00110,2,0.00044,4549,0.603,10127.36
170310,870,0.15497,248,0.04418,49,0.00873,12,0.00214,5,0.00089,1,0.00018,5614,0.642,14386.09
170320,777,0.17386,214,0.04789,43,0.00962,15,0.00336,5,0.00112,1,0.00022,4469,0.638,17004.32
170330,704,0.14731,236,0.04938,35,0.00732,19,0.00398,3,0.00063,1,0.00021,4779,0.660,13423.62
170360,373,0.17024,51,0.02328,18,0.00822,9,0.00411,3,0.00137,1,0.00046,2191,0.684,16875.46
170370,831,0.15178,153,0.02795,39,0.00712,17,0.00311,4,0.00073,1,0.00018,5475,0.686,27951.13
170380,1676,0.14968,467,0.04171,79,0.00706,29,0.00259,11,0.00098,3,0.00027,11197,0.627,8373.92
170382,407,0.17961,87,0.03839,25,0.01103,12,0.00530,3,0.00132,1,0.00044,2266,0.627,11281.50
170384,2077,0.20944,394,0.03973,121,0.01220,26,0.00262,12,0.00121,1,0.00010,9917,0.544,29538.91
170386,568,0.13145,140,0.03240,33,0.00764,12,0.00278,2,0.00046,1,0.00023,4321,0.662,77488.15
170388,455,0.17801,89,0.03482,30,0.01174,12,0.00469,3,0.00117,1,0.00039,2556,0.640,13805.41
170389,704,0.17344,193,0.04755,49,0.01207,21,0.00517,5,0.00123,2,0.00049,4059,0.594,9191.64
170390,889,0.16789,191,0.03607,40,0.00755,9,0.00170,4,0.00076,1,0.00019,5295,0.658,24963.71
170410,382,0.13292,110,0.03827,31,0.01079,8,0.00278,3,0.00104,1,0.00035,2874,0.569,11400.86
170460,251,0.17916,0,0.00000,18,0.01285,0,0.00000,1,0.00071,0,0.00000,1401,0.619,18478.35
170510,563,0.16887,126,0.03779,35,0.01050,15,0.00450,2,0.00060,1,0.00030,3334,0.620,19579.81
170550,5376,0.15364,1501,0.04290,254,0.00726,144,0.00412,20,0.00057,8,0.00023,34990,0.701,18881.73
170555,771,0.15920,222,0.04584,43,0.00888,12,0.00248,3,0.00062,1,0.00021,4843,0.697,13067.05
170560,790,0.19156,167,0.04049,42,0.01018,12,0.00291,4,0.00097,1,0.00024,4124,0.592,11583.23
170600,1006,0.18172,217,0.03920,71,0.01283,26,0.00470,6,0.00108,2,0.00036,5536,0.605,16637.32
170610,1065,0.14589,250,0.03425,50,0.00685,17,0.00233,5,0.00068,1,0.00014,7300,0.673,14258.33
170625,264,0.15457,66,0.03864,18,0.01054,8,0.00468,2,0.00117,1,0.00059,1708,0.644,24191.33
170650,1136,0.18877,173,0.02875,47,0.00781,17,0.00282,5,0.00083,1,0.00017,6018,0.581,22014.24
170700,3427,0.15684,824,0.03771,195,0.00892,99,0.00453,18,0.00082,5,0.00023,21850,0.701,13757.54
170710,1124,0.16394,272,0.03967,57,0.00831,21,0.00306,6,0.00088,1,0.00015,6856,0.683,17108.33
170720,982,0.13618,226,0.03134,62,0.00860,19,0.00263,8,0.00111,1,0.00014,7211,0.583,13895.55
170730,667,0.14231,175,0.03734,32,0.00683,12,0.00256,3,0.00064,1,0.00021,4687,0.679,25916.04
170740,2054,0.18929,535,0.04930,141,0.01299,49,0.00452,14,0.00129,3,0.00028,10851,0.570,7872.94
170755,626,0.16298,160,0.04166,36,0.00937,17,0.00443,2,0.00052,1,0.00026,3841,0.697,14654.18
170765,784,0.14837,239,0.04523,41,0.00776,10,0.00189,2,0.00038,1,0.00019,5284,0.689,28630.90
170770,1300,0.14711,250,0.02829,83,0.00939,19,0.00215,14,0.00158,2,0.00023,8837,0.621,10993.80
170820,3262,0.17650,927,0.05016,190,0.01028,79,0.00427,20,0.00108,11,0.00060,18482,0.670,21418.63
170825,567,0.22011,150,0.05823,43,0.01669,21,0.00815,3,0.00116,1,0.00039,2576,0.659,52994.69
170830,876,0.17123,243,0.04750,61,0.01192,15,0.00293,6,0.00117,1,0.00020,5116,0.621,15144.24
170900,2928,0.22624,670,0.05177,215,0.01661,96,0.00742,22,0.00170,9,0.00070,12942,0.576,11489.13
170930,3716,0.14472,854,0.03326,164,0.00639,69,0.00269,16,0.00062,5,0.00019,25677,0.741,22811.12
170950,11614,0.13546,3118,0.03637,524,0.00611,207,0.00241,44,0.00051,12,0.00014,85737,0.759,25209.50
170980,328,0.16591,60,0.03035,30,0.01517,10,0.00506,3,0.00152,1,0.00051,1977,0.620,18720.03
171050,1293,0.17440,491,0.06623,124,0.01673,86,0.01160,19,0.00256,11,0.00148,7414,0.612,12974.96
171070,997,0.16910,174,0.02951,63,0.01069,13,0.00220,12,0.00204,1,0.00017,5896,0.616,9896.42
171090,675,0.17962,154,0.04098,44,0.01171,19,0.00506,4,0.00106,1,0.00027,3758,0.601,18412.10
171110,407,0.16715,98,0.04025,25,0.01027,12,0.00493,2,0.00082,1,0.00041,2435,0.650,17394.34
171150,603,0.15789,114,0.02985,31,0.00812,7,0.00183,5,0.00131,1,0.00026,3819,0.662,15142.41
171180,414,0.18801,111,0.05041,22,0.00999,12,0.00545,2,0.00091,1,0.00045,2202,0.584,15890.70
171190,2569,0.19710,523,0.04013,157,0.01205,67,0.00514,16,0.00123,8,0.00061,13034,0.627,39290.31
171195,793,0.18716,194,0.04579,50,0.01180,16,0.00378,3,0.00071,1,0.00024,4237,0.579,9163.15
171200,609,0.19639,140,0.04515,46,0.01483,14,0.00451,3,0.00097,1,0.00032,3101,0.675,20486.41
171215,313,0.16543,71,0.03753,21,0.01110,10,0.00529,2,0.00106,1,0.00053,1892,0.660,12707.78
171240,695,0.18543,192,0.05123,42,0.01121,16,0.00427,6,0.00160,2,0.00053,3748,0.570,9000.14
171245,597,0.19510,127,0.04150,33,0.01078,15,0.00490,4,0.00131,1,0.00033,3060,0.639,11110.76
171250,794,0.15587,179,0.03514,47,0.00923,17,0.00334,5,0.00098,1,0.00020,5094,0.631,23491.05
171270,533,0.20205,124,0.04701,35,0.01327,13,0.00493,7,0.00265,1,0.00038,2638,0.607,48252.43
171280,716,0.21040,118,0.03468,40,0.01175,11,0.00323,4,0.00118,1,0.00029,3403,0.580,9699.28
171320,3279,0.17661,735,0.03959,198,0.01066,62,0.00334,19,0.00102,3,0.00016,18566,0.684,27317.54
171330,2169,0.16217,451,0.03372,116,0.00867,26,0.00194,10,0.00075,1,0.00007,13375,0.662,16295.83
171360,1016,0.12981,256,0.03271,71,0.00907,25,0.00319,6,0.00077,2,0.00026,7827,0.622,20453.07
171370,400,0.17676,0,0.00000,33,0.01458,0,0.00000,5,0.00221,0,0.00000,2263,0.620,16096.22
171380,935,0.14231,224,0.03409,49,0.00746,15,0.00228,5,0.00076,1,0.00015,6570,0.628,9815.28
171395,599,0.17046,161,0.04582,37,0.01053,14,0.00398,7,0.00199,1,0.00028,3514,0.596,12260.77
171420,1527,0.16528,303,0.03280,93,0.01007,17,0.00184,9,0.00097,1,0.00011,9239,0.673,12299.64
171430,817,0.20637,179,0.04521,66,0.01667,25,0.00631,7,0.00177,3,0.00076,3959,0.643,10960.34
171488,1953,0.16665,411,0.03507,94,0.00802,30,0.00256,9,0.00077,1,0.00009,11719,0.631,23044.47
171500,604,0.14330,112,0.02657,42,0.00996,12,0.00285,4,0.00095,1,0.00024,4215,0.661,11588.87
171510,831,0.19384,198,0.04619,44,0.01026,14,0.00327,5,0.00117,1,0.00023,4287,0.639,10800.03
171515,337,0.14451,71,0.03045,22,0.00943,9,0.00386,3,0.00129,1,0.00043,2332,0.699,11358.16
171525,510,0.18903,99,0.03669,29,0.01075,14,0.00519,3,0.00111,1,0.00037,2698,0.596,10706.17
171550,294,0.26582,58,0.05244,25,0.02260,4,0.00362,1,0.00090,1,0.00090,1106,0.675,17626.87
171570,892,0.15070,193,0.03261,54,0.00912,21,0.00355,5,0.00084,1,0.00017,5919,0.571,13964.04
171575,1096,0.14344,291,0.03808,43,0.00563,19,0.00249,3,0.00039,2,0.00026,7641,0.673,14492.62
171610,7907,0.15626,2143,0.04235,351,0.00694,184,0.00364,26,0.00051,9,0.00018,50602,0.764,23756.02
171620,1900,0.18163,332,0.03174,117,0.01118,34,0.00325,23,0.00220,3,0.00029,10461,0.595,20131.09
171630,737,0.15256,219,0.04533,43,0.00890,16,0.00331,4,0.00083,1,0.00021,4831,0.661,15322.22
171650,2321,0.17347,583,0.04357,113,0.00845,35,0.00262,10,0.00075,3,0.00022,13380,0.732,50129.16
171660,1427,0.12277,293,0.02521,77,0.00662,16,0.00138,8,0.00069,1,0.00009,11623,0.674,46507.07
171665,880,0.16168,224,0.04115,61,0.01121,12,0.00220,4,0.00073,1,0.00018,5443,0.627,13650.90
171670,1236,0.14946,318,0.03845,69,0.00834,25,0.00302,10,0.00121,2,0.00024,8270,0.671,16952.40
171700,922,0.20654,181,0.04055,53,0.01187,18,0.00403,3,0.00067,1,0.00022,4464,0.605,10741.92
171720,411,0.13596,100,0.03308,27,0.00893,11,0.00364,5,0.00165,1,0.00033,3023,0.621,14908.39
171750,964,0.12745,225,0.02975,64,0.00846,23,0.00304,7,0.00093,1,0.00013,7564,0.650,18529.68
171780,797,0.17322,170,0.03695,60,0.01304,27,0.00587,7,0.00152,2,0.00043,4601,0.603,9605.82
171790,1314,0.16505,262,0.03291,68,0.00854,19,0.00239,9,0.00113,1,0.00013,7961,0.624,9886.69
171800,558,0.17954,116,0.03732,30,0.00965,13,0.00418,3,0.00097,1,0.00032,3108,0.645,9271.25
171820,10487,0.19899,2527,0.04795,546,0.01036,226,0.00429,45,0.00085,15,0.00028,52700,0.740,49738.85
171830,1620,0.19366,325,0.03885,100,0.01195,16,0.00191,13,0.00155,1,0.00012,8365,0.583,8196.48
171840,437,0.11836,150,0.04063,23,0.00623,8,0.00217,3,0.00081,1,0.00027,3692,0.669,13325.59
171845,343,0.12900,71,0.02670,25,0.00940,10,0.00376,3,0.00113,1,0.00038,2659,0.669,18313.39
171850,810,0.19086,197,0.04642,52,0.01225,18,0.00424,4,0.00094,1,0.00024,4244,0.500,9660.90
171855,836,0.18158,189,0.04105,41,0.00891,9,0.00195,2,0.00043,1,0.00022,4604,0.572,9760.01
171865,341,0.16331,78,0.03736,20,0.00958,10,0.00479,2,0.00096,1,0.00048,2088,0.608,9216.10
171870,501,0.17823,93,0.03308,28,0.00996,8,0.00285,4,0.00142,1,0.00036,2811,0.616,15675.51
171875,918,0.14193,223,0.03448,60,0.00928,20,0.00309,9,0.00139,2,0.00031,6468,0.600,9388.07
171880,886,0.19148,204,0.04409,38,0.00821,14,0.00303,3,0.00065,1,0.00022,4627,0.606,8123.80
171884,682,0.20189,143,0.04233,49,0.01451,26,0.00770,7,0.00207,4,0.00118,3378,0.659,20240.37
171886,1223,0.16469,320,0.04309,79,0.01064,36,0.00485,10,0.00135,3,0.00040,7426,0.616,15228.80
171888,507,0.14996,116,0.03431,30,0.00887,16,0.00473,2,0.00059,1,0.00030,3381,0.634,11870.26
171889,418,0.17833,54,0.02304,33,0.01408,10,0.00427,4,0.00171,1,0.00043,2344,0.651,35707.78
171890,905,0.18811,185,0.03845,56,0.01164,13,0.00270,7,0.00145,1,0.00021,4811,0.595,30126.67
171900,525,0.18525,121,0.04270,32,0.01129,10,0.00353,3,0.00106,1,0.00035,2834,0.662,11275.22
172000,407,0.16100,110,0.04351,27,0.01068,11,0.00435,3,0.00119,1,0.00040,2528,0.637,12002.96
172010,1051,0.19996,151,0.02873,70,0.01332,25,0.00476,9,0.00171,2,0.00038,5256,0.605,9426.17
172015,380,0.24173,94,0.05980,22,0.01399,14,0.00891,6,0.00382,1,0.00064,1572,0.574,11715.31
172020,1968,0.16445,410,0.03426,102,0.00852,35,0.00292,13,0.00109,2,0.00017,11967,0.623,8551.96
172025,586,0.19088,211,0.06873,47,0.01531,30,0.00977,7,0.00228,5,0.00163,3070,0.605,10922.99
172030,803,0.16880,165,0.03469,43,0.00904,8,0.00168,7,0.00147,1,0.00021,4757,0.573,9293.44
172049,752,0.18720,165,0.04108,47,0.01170,16,0.00398,5,0.00124,1,0.00025,4017,0.643,32938.67
172065,1010,0.18780,238,0.04425,53,0.00985,19,0.00353,5,0.00093,1,0.00019,5378,0.675,27147.79
172080,1691,0.18627,385,0.04241,111,0.01223,31,0.00341,14,0.00154,3,0.00033,9078,0.604,9607.02
172085,326,0.16752,74,0.03803,21,0.01079,9,0.00462,2,0.00103,1,0.00051,1946,0.667,30301.35
172090,2394,0.14476,498,0.03011,129,0.00780,39,0.00236,13,0.00079,2,0.00012,16538,0.634,13719.94
172093,367,0.17222,72,0.03379,23,0.01079,8,0.00375,2,0.00094,1,0.00047,2131,0.601,10287.79
172097,465,0.16769,114,0.04111,34,0.01226,10,0.00361,4,0.00144,1,0.00036,2773,0.654,29604.07
172100,40573,0.13902,12882,0.04414,1824,0.00625,821,0.00281,105,0.00036,37,0.00013,291855,0.788,28754.00
172110,1772,0.23718,390,0.05220,153,0.02048,42,0.00562,42,0.00562,3,0.00040,7471,0.589,9010.85
172120,3976,0.17365,874,0.03817,226,0.00987,76,0.00332,29,0.00127,6,0.00026,22896,0.681,12708.47
172125,287,0.15430,41,0.02204,25,0.01344,13,0.00699,2,0.00108,1,0.00054,1860,0.670,24990.62
172130,371,0.14198,86,0.03291,23,0.00880,11,0.00421,3,0.00115,1,0.00038,2613,0.587,11060.03
172208,1393,0.11977,321,0.02760,94,0.00808,24,0.00206,11,0.00095,2,0.00017,11631,0.638,13507.58
172210,1917,0.16582,453,0.03918,107,0.00926,34,0.00294,12,0.00104,3,0.00026,11561,0.671,29024.18
210005,18447,0.16506,5102,0.04565,765,0.00685,293,0.00262,70,0.00063,20,0.00018,111757,0.672,19780.01
210010,1798,0.27794,464,0.07173,127,0.01963,18,0.00278,21,0.00325,1,0.00015,6469,0.529,6934.67
210015,2227,0.17833,843,0.06750,142,0.01137,30,0.00240,29,0.00232,3,0.00024,12488,0.500,5895.85
210020,3483,0.15772,732,0.03315,222,0.01005,72,0.00326,43,0.00195,4,0.00018,22083,0.573,5387.80
210030,5565,0.21158,691,0.02627,307,0.01167,36,0.00137,50,0.00190,1,0.00004,26302,0.513,6614.18
210040,1478,0.18324,357,0.04426,131,0.01624,20,0.00248,13,0.00161,2,0.00025,8066,0.549,6999.63
210043,4914,0.18309,1156,0.04307,276,0.01028,54,0.00201,30,0.00112,2,0.00007,26839,0.554,8208.16
210047,5672,0.17784,1613,0.05057,406,0.01273,100,0.00314,54,0.00169,9,0.00028,31894,0.558,5825.81
210050,2080,0.18625,423,0.03788,145,0.01298,17,0.00152,36,0.00322,1,0.00009,11168,0.633,26172.09
210055,1516,0.21914,461,0.06664,119,0.01720,25,0.00361,16,0.00231,1,0.00014,6918,0.520,7130.83
210060,7728,0.18786,1642,0.03992,490,0.01191,101,0.00246,116,0.00282,8,0.00019,41136,0.555,6666.52
210070,3993,0.15003,873,0.03280,203,0.00763,54,0.00203,38,0.00143,4,0.00015,26614,0.581,6486.91
210080,3344,0.21483,805,0.05172,209,0.01343,49,0.00315,21,0.00135,5,0.00032,15566,0.581,8681.76
210083,3178,0.18625,697,0.04085,175,0.01026,33,0.00193,22,0.00129,1,0.00006,17063,0.568,5678.46
210087,1784,0.11662,389,0.02543,126,0.00824,15,0.00098,21,0.00137,1,0.00007,15297,0.533,5084.77
